Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
2582,Incline Bench Rear Dumbbell Fly - Gethin Variation,"Odwrotna mucha hantli nachylenia to ćwiczenie górnego ciała skierowane do tylnych lub tylnych naramienników, a także mięśnie posturalne górnego tyłu.Ponieważ celuje w tak małe mięśnie, ćwiczenie to jest zwykle wykonywane z lekką wagą dla wysokich powtórzeń, takich jak 10-15 powtórzeń na zestaw lub więcej.",Strength Training,Shoulders,Dumbbell,Intermediate,,
2583,Dumbbell front raise and press,Hanting Front Raise and Press łączy dwa porusza się w jednej trudnej sekwencji ukierunkowanej na mięśnie naramienne.Jest to prosty sposób na zwiększenie tętna przy jednoczesnym uzyskaniu dobrej pompy na górnym ciele i jest naturalnym dopasowaniem w zakresie treningu górnego ciała lub obwodu.,Strength Training,Shoulders,Dumbbell,Intermediate,,
2584,Rotator cuff warm-up,"Rozgrzanie mankietu rotatora jest prostym ćwiczeniem ukierunkowanym na mankiety rotatora poprzez obrót zewnętrzny ważony ramię.To klasyczny sposób na rozgrzanie ramię przed sportem lub treningiem, a także wspólny ruch rehabilitacyjny.Mankiety rotatora są znaną strukturą podatną na kontuzje w ramionach głównych miotaczy ligowych i innych sportowców.Jest to ruch najczęściej wykonywany dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń lub więcej na zestaw.",Strength Training,Shoulders,Dumbbell,Intermediate,,
2585,Seated Lateral Raise - Gethin Variation,"Siedzący hantle boczny podnosi kultowe ćwiczenie do rozwijania ramion.Jeśli kiedykolwiek pracowałeś z ciężarami, są szanse, że w pewnym momencie wykonałeś ten ruch.Właściwe wykonanie jest najważniejsze, aby uniknąć obrażeń.",Strength Training,Shoulders,Dumbbell,Intermediate,,
2586,Single-arm dumbbell arc row,"Rząd hantli jednoramiennej jest ćwiczeniem do budowy latissimus gorsi lub lat, mięśni pleców.Ta zmiana ma większy kształt łuku niż tradycyjny rzędu hantli jednoramiennej, który może zwiększyć połączenie mięśni i uderzyć w tył z innego punktu widzenia.Prawdopodobnie nie będziesz w stanie tego ciężko nad tym stać, jak w tradycyjnym rzędzie.",Strength Training,Shoulders,Dumbbell,Intermediate,,
2587,Incline Rear Delt Raises - Gethin Variation,"Odwrotna mucha hantli nachylenia to ćwiczenie górnego ciała skierowane do tylnych lub tylnych naramienników, a także mięśnie posturalne górnego tyłu.Ponieważ celuje w tak małe mięśnie, ćwiczenie to jest zwykle wykonywane z lekką wagą dla wysokich powtórzeń, takich jak 10-15 powtórzeń na zestaw lub więcej.",Strength Training,Shoulders,Dumbbell,Intermediate,,
2588,Incline Dumbbell Y Raise,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2589,HM Bent-Over Rear-Delt Fly,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2590,HM Dumbbell Shoulder Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2591,HM Single-Leg Overhead Dumbbell Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2592,6 Way Shoulder Raise,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2593,Seated dumbbell lateral raise,"Siedzące podwyższenie hantli to ćwiczenie atakujące mięśnie barkowe, szczególnie przyśrodkową lub środkową głową naramienników.Wykonanie go na ławce pomaga egzekwować ścisłą formę i wyeliminować huśtawanie się lub używanie pędu do przesuwania ciężarów.Boczne warianty podnoszenia są zwykle wykonywane dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub więcej, w ramach części treningu skoncentrowanego na górnej lub ramion.",Strength Training,Shoulders,Dumbbell,Intermediate,,
2594,AM Dumbbell Shoulder Press,"Siedzący ramię w ramionach jest ćwiczeniem do budowania mięśni i wzmacniania ramion, szczególnie, ale nie wyłącznie przednich głów.Triceps również pomagają.Niektórzy podnośniki uważają, że używanie hantli w porównaniu z sztangimi zmniejszało ryzyko obrażeń.",Strength Training,Shoulders,Dumbbell,Intermediate,,
2595,AM Dumbbell Side Raise,"Podniesienie boczne hantli to ćwiczenie izolacji górnej części ciała do budowania siły barku i mięśni.Jest to podstawowy ruch treningowy i jest doskonałą opcją do pracy akcesorialnej w dniach treningu górnego ciała.Ćwiczenie to szczególnie koncentruje się na bocznej lub przyśrodkowej głowie naramiennej, dzięki czemu wydają się szersze i bardziej rozwinięte.",Strength Training,Shoulders,Dumbbell,Intermediate,,
2596,AM Front Raise,"Wzrost alternatywnego podwyżki hantli to ruch izolacyjny, który atakuje ramiona.Używając jednego ramienia na raz, możesz użyć większej wagi niż wtedy, gdy używasz obu ramion jednocześnie.Kulturyści używają tego ćwiczenia, aby zerować na przednich ramionach, ale prosty ruch sprawia, że ​​jest świetny dla ludzi nowych w podnoszeniu ciężarów.",Strength Training,Shoulders,Dumbbell,Intermediate,,
2597,UP Dumbbell Lateral Raise,"Podniesienie boczne hantli to ćwiczenie izolacji górnej części ciała do budowania siły barku i mięśni.Jest to podstawowy ruch treningowy i jest doskonałą opcją do pracy akcesorialnej w dniach treningu górnego ciała.Ćwiczenie to szczególnie koncentruje się na bocznej lub przyśrodkowej głowie naramiennej, dzięki czemu wydają się szersze i bardziej rozwinięte.",Strength Training,Shoulders,Dumbbell,Intermediate,,
2598,UP Seated Dumbbell Overhead Press,"Siedzący ramię w ramionach jest ćwiczeniem do budowania mięśni i wzmacniania ramion, szczególnie, ale nie wyłącznie przednich głów.Triceps również pomagają.Niektórzy podnośniki uważają, że używanie hantli w porównaniu z sztangimi zmniejszało ryzyko obrażeń.",Strength Training,Shoulders,Dumbbell,Intermediate,,
2599,AA Incline Bench Dumbbell Reverse Fly,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2600,CM Forward Shoulder Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2601,Dumbbell Halo,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2602,Standing Dumbbell Scap Raise,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2603,Holman Overhead Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2604,Holman Slow Weighted Half Jack to Overhead Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2605,Holman Slow Arnold Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2606,Holman Boat Arnold Press with Feet Push-Out,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2607,Holman Dumbbell Hip Drive to Overhead Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2608,Holman Squat Thrust to Alternating Renegade Triceps Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2609,Holman Cheer Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2610,Holman Left Arm Press with Right Arm Hold,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2611,Holman Right Arm Press with Left Arm Hold,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2612,Holman Left Front Raise with Right Hold,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2613,Holman Right Front Raise with Left Hold,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2614,Holman Alternating Front Raise to Side Raise,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2615,Holman Heavy Right Arm Overhead Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2616,Holman Heavy Left Arm Overhead Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2617,Holman Right Arm Heavy Overhead Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2618,Holman Right Diagonal Lunge to Overhead Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2619,Holman Left Arm Heavy Overhead Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2620,Holman Weighted Palms-In Overhead Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2621,Dumbbell racked carry,"Noszenie z hantliami obejmuje przenoszenie hantli na czas lub odległość, jednocześnie trzymając je blisko ramion w pozycji z przodu.Podobnie jak noszenie rolnika hantli, może być trudnym finiszerem każdego treningu lub dobrze działać w treningu obwodów tłuszczu lub jako ruch akcesorialny do ciężkich wind, takich jak martwy ciąg.",Strength Training,Shoulders,Dumbbell,Intermediate,,
2622,Dumbbell clean and push-press,"Hantle Clean and Push Press to ruch całego ciała, który jest skierowany zarówno do dolnej, jak i górnej części ciała.Czyste wykorzystuje mięśnie bioder, nóg, pośladków, pleców i bicepsów, podczas gdy push press wykorzystuje ramiona i triceps.Różni się od czyszczenia i naciśnięcia, ponieważ pchanie umożliwia użycie pędu do niższego ciała do zasilania przez najtrudniejszą część prasy.Można go szkolić w przypadku powtórzeń o niskiej do umiarkowanej pod kątem siły lub dla wyższych powtórzeń, takich jak 8-12 powtórzeń na zestaw lub więcej, do budowania mięśni lub kondycjonowania metabolicznego.",Strength Training,Shoulders,Dumbbell,Intermediate,,
2623,Total Fitness Dumbbell Farmer's Carry,"Spacer lub noszenie rolnika hantli to ćwiczenie z korzeniami w konkurencyjnym treningu siłaczy, ale jest również popularne w szkoleniu CrossFit i funkcjonalnym.Może to być trudne finiszer do każdego treningu lub dobrze działać w treningu obwodowym tłuszczu lub jako ruch akcesoriów do ciężkich wind, takich jak martwy ciąg.",Strength Training,Shoulders,Dumbbell,Intermediate,,
2624,Single-arm dumbbell racked carry,"Należy hantli z pojedynczym ramię, obejmuje przenoszenie pojedynczego hantli dla czasu lub odległości, jednocześnie trzymając go blisko ramion w pozycji z przodu.Podobnie jak noszenie rolnika hantli, może być trudnym finiszerem każdego treningu lub dobrze działać w treningu obwodów tłuszczu lub jako ruch akcesorialny do ciężkich wind, takich jak martwy ciąg.",Strength Training,Shoulders,Dumbbell,Intermediate,,
2625,Jordan Shallow Dumbbell Pull-Over,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2626,King Maker Dumbbell Lateral Raise,"Podniesienie boczne hantli to ćwiczenie izolacji górnej części ciała do budowania siły barku i mięśni.Jest to podstawowy ruch treningowy i jest doskonałą opcją do pracy akcesorialnej w dniach treningu górnego ciała.Ćwiczenie to szczególnie koncentruje się na bocznej lub przyśrodkowej głowie naramiennej, dzięki czemu wydają się szersze i bardziej rozwinięte.",Strength Training,Shoulders,Dumbbell,Intermediate,,
2627,Dumbbell shadow boxing,"Boks Dulant Shadow Boks to bardziej zaawansowana wersja popularnego ćwiczenia uwarunkowania.Dodając parę lekkich hantli, możesz znacznie zwiększyć wyzwanie zarówno do ramion, jak i układu sercowo -naczyniowego.",Strength Training,Shoulders,Dumbbell,Intermediate,,
2628,King Maker Dumbbell Farmer's Carry,"Spacer lub noszenie rolnika hantli to ćwiczenie z korzeniami w konkurencyjnym treningu siłaczy, ale jest również popularne w szkoleniu CrossFit i funkcjonalnym.Może to być trudne finiszer do każdego treningu lub dobrze działać w treningu obwodowym tłuszczu lub jako ruch akcesoriów do ciężkich wind, takich jak martwy ciąg.",Strength Training,Shoulders,Dumbbell,Intermediate,,
2629,King Maker Dumbbell Shrug,"Rzurzanie hantli stojące jest popularnym ruchem do budowy i wzmocnienia mięśni trapezu.Jest to często wyszkolony w dniu treningu w stylu kulturystyki lub pleców, ale może również dobrze działać podczas treningu na całe ciało lub siłę.",Strength Training,Shoulders,Dumbbell,Intermediate,,
2630,30 Shoulders Alternating Dumbbell Front Raise,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2631,30 Shoulders Bent-Over Dumbbell Reverse Fly,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2632,30 Shoulders Dumbbell Front Raise,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2633,30 Shoulders Dumbbell Lateral Raise,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2634,30 Shoulders Dumbbell Shrug,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2635,30 Shoulders Incline Face-Down Dumbbell Reverse Fly,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2636,30 Shoulders Seated Dumbbell Front Raise,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2637,30 Shoulders Seated Dumbbell Side Raise,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2638,30 Shoulders Neutral-Grip Arnold Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2639,30 Shoulders Standing Dumbbell Upright Row,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2640,MetaBurn 3-Way Shoulder Raise,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2641,MetaBurn Dumbbell Overhead Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2642,MetaBurn Single-Leg Arnold Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2643,RG Forward-Leaning Dumbbell Upright Row,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2644,RG Alternating Seated Dumbbell Lateral Raise,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2645,RG Seated Dumbbell Shoulder Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2646,FYR2 Dumbbell Clean and Jerk,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2647,FYR2 Dumbbell Cross-Body Front Raise,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2648,FYR2 Dumbbell Front Raise,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2649,FYR2 Dumbbell Lateral Raise,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2650,FYR2 Lateral Raise Hold,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2651,FYR2 Seesaw Dumbbell Military Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2652,FYR2 Single-Dumbbell Halo,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2653,FYR2 Single-Dumbbell Overhead Press,,Strength Training,Shoulders,Dumbbell,Intermediate,,
2654,Car driver,"Kierowca samochodu to odmiana ćwiczeń podwyższania płyty, w której podnośnik trzyma przed nimi płytkę ciężarową i skręca ją z boku na bok, podobnie jak kierownica.Kieruje się na mięśnie ramion, w szczególności przednich lub przednich naramiennych, ale jest również trudne dla mięśni rdzenia i górnej części.Może zapewnić różnorodność w treningu budowlanym mięśni zorientowanym na ramię lub jako część obwodu górnego ciała lub całego ciała.",Strength Training,Shoulders,Other,Intermediate,9.0,Average
2655,Arnold press,"Nazwany na cześć kultowego kulturysty i gwiazdy filmowej, Arnold Press dodaje rotacji klasycznej prasy ramion.Pozwala na naturalne obracanie się rąk, jednocześnie uderzając we wszystkie trzy głowy naramienników jednym ruchem.Zazwyczaj wykonuje się to dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń lub więcej, w ramach części treningu ukierunkowanego na górną lub ramion.",Strength Training,Shoulders,Dumbbell,Intermediate,8.9,Average
2656,Front Plate Raise,"Podwyższenie płyty to odmiana podwyżki hantli, w której podnośnik trzyma płytkę masy między dwiema rękami, zamiast za pomocą hantli, sztangi lub innej wagi.Może zapewnić różnorodność treningu zorientowanego na mięśnie ramię lub jako część górnego ciała lub obwodu całego ciała.",Strength Training,Shoulders,Other,Intermediate,8.9,Average
2657,Battle ropes,"Liny bitewne to wybuchowe narzędzie treningowe, które obejmuje poruszanie liny w falach z drugim końcem liny zakotwiczonej na poziomie gruntu.Istnieje wiele różnych rodzajów fal, ale najczęstsze są naprzemienne fale z lewymi i prawymi rękami.Liny bitewne mogą być wykonywane w przypadku krótkich serii jako trening energetyczny, przez dłuższy czas trwania jako trening sercowo-naczyniowy lub jako element kondycjonowania lub obwodu utraty tłuszczu.",Strength Training,Shoulders,Other,Intermediate,8.6,Average
2658,Seated rear delt fly,"Siedzona tylna mucha delt to ćwiczenie górnego ciała, które są ukierunkowane na prawdziwy naramiennik ramienia.Wykonując siedzący ruch, eliminuje pęd z reszty ciała.Ruch ten jest zwykle wykonywany dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub więcej, w ramach części treningu skoncentrowanego na górnej lub ramion.",Strength Training,Shoulders,Dumbbell,Intermediate,8.4,Average
2659,Circus Bell,,Strength Training,Shoulders,Other,Beginner,7.7,Average
2660,Landmine Linear Jammer,"Liniowy Jammer to wybuchowy ruch prasujący wykonany przy użyciu kątowej sztangi zakotwiczonej na poziomie podłogi w urządzeniu do lądowania.Można go również wykonać, wkładając sztangę w rogu pokoju, najlepiej w ręczniku, aby chronić ściany.Liniowy Jammer polega na wciśnięciu ciężaru w powietrze, a następnie łapanie drugiej ręki.Ruch koncentruje się przede wszystkim na mięśniach ramion lub naramienników.Można go trenować w tradycyjnych zakresach powtórzeń mięśni i siły, w przypadku niższych powtórzeń z naciskiem na moc wybuchową lub dla wyższych powtórzeń.",Strength Training,Shoulders,Other,Intermediate,6.8,Average
2661,Crucifix,,Strength Training,Shoulders,Other,Beginner,6.0,Average
2662,Bar shoulder extension stretch,Odcinek przedłużenia barku baru jest techniką zwiększania mobilności na głowie (znanej jako zgięcie barki) i rozszerzenie klatki piersiowej za pomocą paska lub innego stabilnego obiektu.Jest często używany jako część rozgrzewki przed treningiem górnego ciała.,Mobility and Stretching,Shoulders,Other,Beginner,5.3,Average
2663,Chair Upper Body Stretch,,Mobility and Stretching,Shoulders,Other,Beginner,4.1,Average
2664,Sled Reverse Flye,,Strength Training,Shoulders,Other,Intermediate,0.0,
2665,Plate shoulder circle big to small,"Płytowy okrąg barki duży do małego jest ćwiczeniem ukierunkowanym na kompleks barku.Zazwyczaj jest to uważane za ruch rozgrzewki, a nie ćwiczenie działające.Rozgrzewa się staw barowy i działa małe i trudne do wyczucia mięśnie, takie jak grupa mankietów rotatorowych.",Strength Training,Shoulders,Other,Intermediate,0.0,
2666,Sled Overhead Backward Walk,,Strength Training,Shoulders,Other,Beginner,0.0,
2667,Log Lift,,Strength Training,Shoulders,Other,Beginner,0.0,Average
2668,Standing suspended rear delt fly,Stojąca zawieszona tylna mucha delt to ruch masy ciała ukierunkowany na ramiona i górną część pleców za pomocą układu zawieszenia lub pierścieni gimnastycznych.Można go wykonywać dla czasu lub powtórzeń w ramach dynamicznego rozgrzewki do treningu siły górnej części ciała lub w samym treningu w tradycyjnych zakresach powtórzeń budowania mięśni lub dla wyższych powtórzeń.,Strength Training,Shoulders,Other,Intermediate,0.0,Average
2669,Waiter's carry,"Noszenie kelnera jest rodzajem załadowanego przenoszenia, który jest ukierunkowany na rdzeń, ramiona i górną część pleców.Waga jest podnoszona nad jednym ramieniem, zanim podnośnik zacznie chodzić w tej pozycji.Przypomina kelnera niosącego tacę nad głową - stąd nazwa.Można go wykonywać dla czasu lub odległości.",Strength Training,Shoulders,Other,Intermediate,0.0,
2670,Towel dumbbell front raise,"Podwyżka hantli, podwyżkę hantli to odmiana podwyżki hantli, która polega na zawieszeniu hantli z ręcznika trzymanego w dłoniach.Można to również wykonać z kettlebell lub płytą wagową.Może zapewnić różnorodność w treningu budowlanym mięśni zorientowanym na ramię lub jako część obwodu górnego ciała lub całego ciała.",Strength Training,Shoulders,Other,Intermediate,0.0,
2671,Reach-roll-lift combo,Kombinowanie z liftingiem zasięgu to wiertło mobilne dla górnej części pleców i ramion.Może być częścią dynamicznego rozgrzewki do treningów górnego ciała lub jako szkolenia postawy w dowolnym momencie.,Mobility and Stretching,Shoulders,Other,Intermediate,,
2672,Upright Row - Gethin Variation,"Rząd pionowy to ćwiczenie sztangi, które buduje silniejsze i większe pułapki.Wielu podnośników łączy ten ruch z treningiem pleców lub ramion, ponieważ obejmuje oba części ciała.",Strength Training,Shoulders,Other,Intermediate,,
2673,Squat Press Shoulder Press - Gethin Variation,,Strength Training,Shoulders,Other,Intermediate,,
2674,Plate lateral raise,"Podniesienie boczne płyty jest ćwiczeniem ukierunkowanym na boczne głowy mięśni barkowych lub naramienników.Przypomina to bardziej popularne podwyższenie hantli, ale jest wykonywane z lekkimi płytkami, co utrudnia ruch.Zazwyczaj wykonuje się to dla umiarkowanych do wysokich powtórzeń w ramach treningu barku lub górnego ciała.",Strength Training,Shoulders,Other,Intermediate,,
2675,Standing Military Press - Gethin Variation,"Prasa wojskowa to ruch złożony używany do budowania wielkości i siły w ramionach.Kiedyś był kiedyś zakwestionowany jako czwarty łyżka mocy, ale rzadko rywalizuje.Jednak możliwość naciskowania znacznego narzutów pozostaje popularnym markerem siły górnego ciała.Prasa wojskowa może być wyszkolona jako podnoszenie siły lub w tradycyjnych zakresach przedstawiających mięśni w ramach treningu pełnego ciała, skoncentrowanego na ramię lub górnej części ciała.",Strength Training,Shoulders,Other,Intermediate,,
2676,Bent-over plate rear delt raise,"Wygięta tylna delt płyta jest ćwiczeniem skierowanym do tylnych głowic ramion lub naramienników.Możesz także użyć hantli lub innych lekkich wag, aby uzyskać podobny efekt.Ten ruch jest zwykle wykonywany jako część dynamicznego rozgrzewki lub jako ruch wypalenie o wysokiej zawartości w dniu ramienia lub tyłu.",Strength Training,Shoulders,Other,Intermediate,,
2677,Single-arm landmine press,"Jednokazałowy prasa lądowa to ćwiczenie górnego ciała, które wykorzystuje kątową sztangę zakotwiczoną na poziomie podłogi w urządzeniu do lądowania.Można go również wykonać, wkładając sztangę w rogu pokoju, najlepiej w ręczniku, aby chronić ściany.Kąt prasy lądowej jest zwykle gdzieś pomiędzy nachyleniem a prasą wojskową, a ruch koncentruje się przede wszystkim na mięśniach ramion lub naramienników.Może być szkolony w tradycyjnych zakresach powtórzeń mięśni i siły lub dla wyższych powtórzeń.",Strength Training,Shoulders,Other,Intermediate,,
2678,Plate front raise,"Podniesienie na płycie jest odmianą przodu, w której podnośnik trzyma płytkę masy między dwiema rękami, zamiast za pomocą hantli, sztangi lub innej wagi.Może zapewnić różnorodność w treningu budowlanym mięśni zorientowanym na ramię lub jako część obwodu górnego ciała lub całego ciała.",Strength Training,Shoulders,Other,Intermediate,,
2679,Holman Slow Overhead Press,,Strength Training,Shoulders,Other,Intermediate,,
2680,30 Shoulders Plate Front Raise,,Strength Training,Shoulders,Other,Intermediate,,
2681,Single-arm landmine push-press,"Jednokazałowy push-push push-push to wybuchowe ćwiczenie górnego ciała, które wykorzystuje kątową sztangę zakotwiczoną na poziomie podłogi w urządzeniu do lądowania.Można go również wykonać, wkładając sztangę w rogu pokoju, najlepiej w ręczniku, aby chronić ściany.Kąt prasy lądowej jest zwykle gdzieś pomiędzy nachyleniem a prasą wojskową, a ruch koncentruje się przede wszystkim na mięśniach ramion lub naramienników.Może być szkolony w tradycyjnych zakresach powtórzeń mięśni i siły lub dla wyższych powtórzeń.",Strength Training,Shoulders,Other,Intermediate,,
2682,Single-arm cable front raise,"Podwyższenie kabla jednoramiennego jest ćwiczeniem izolacyjnym skierowanym do przednich i przyśrodkowych naramienników lub mięśni barkowych.Wersja tego ruchu jednoramienna pozwala skupić się na każdej stronie niezależnie.Ponieważ przyczepność będzie ograniczeniem, jest zwykle wykonywane dla umiarkowanych do wysokich powtórzeń, co najmniej 8-12 powtórzeń na zestaw, w ramach treningu skoncentrowanego na górnym ciele lub ramion.",Strength Training,Shoulders,Cable,Intermediate,8.7,Average
2683,Cable Internal Rotation,,Strength Training,Shoulders,Cable,Beginner,8.6,Average
2684,Seated face pull,"Siedzącego przyciąganie twarzy jest ćwiczeniem kablowym ukierunkowanym na mięśnie barkowe, szczególnie tylne delty i mięśnie górnego pleców.Może to pomóc w budowaniu zdrowszych ramion i postawy oraz zwiększenia stabilności barku.Zazwyczaj wykonuje się to dla umiarkowanych do wysokich powtórzeń w ramach dynamicznego rozgrzewki do treningu górnego ciała lub w głównej części treningu skoncentrowanego na ramię.",Strength Training,Shoulders,Cable,Intermediate,8.5,Average
2685,Single-arm bent-over cable rear delt fly,"Jednokazałowy zgięty kabel tylny mucha delt jest ćwiczeniem skierowanym do tylnych naramienników.Jest to świetny sposób na odizolowanie tego obszaru ramienia i niezależnie zaatakowanie każdej strony.Zazwyczaj wykonuje się to dla umiarkowanych do wysokich powtórzeń, co najmniej 8-12 powtórzeń na zestaw, w ramach treningu skoncentrowanego na górnym ciele lub ramion.",Strength Training,Shoulders,Cable,Intermediate,8.5,Average
2686,Seated cable shoulder press,"Siedzona prasa do barku kablowego jest wielostoponowym ćwiczeniem maszynowym, które koncentruje się na mięśniach naramiennych lub barkach, a także na tricepsach.Najczęściej występuje w treningach budowania mięśni i zakresach powtórzeń, zwykle 8-12 powtórzeń lub więcej.",Strength Training,Shoulders,Cable,Intermediate,8.5,Average
2687,Standing face pull,"Stojak na twarz jest ćwiczenie izolacyjne ukierunkowane przede wszystkim do tylnych naramienników, pułapek i górnej części pleców.Najczęściej wykonuje się to z przywiązaniem liny.",Strength Training,Shoulders,Cable,Intermediate,8.4,Average
2688,Standing cable rear delt row,"Stały tylny rzęd deltu kabla jest przede wszystkim ukierunkowana na tylne naramienniki.Ten ruch uderza również w pułapki, romboidy i biceps.Zazwyczaj wykonuje się to dla umiarkowanych do wysokich powtórzeń, co najmniej 8-12 powtórzeń na zestaw, w ramach treningu skoncentrowanego na górnym ciele lub ramion.",Strength Training,Shoulders,Cable,Intermediate,8.4,Average
2689,Standing Low-Pulley Deltoid Raise,"Podniesienie bocznego kabla jednoramiennego jest ćwiczeniem izolacyjnym ukierunkowanym na ramiona, w szczególności środkowego naramiennika.Ten ruch uderza również w pułapki i górną część pleców i pozwala skupić się na każdej stronie niezależnie.Ponieważ przyczepność jest ograniczeniem, jest zwykle wykonywane dla umiarkowanych do wysokich powtórzeń, takich jak co najmniej 8-12 powtórzeń na zestaw, w ramach treningu skoncentrowanego na górnej części ciała lub ramion.",Strength Training,Shoulders,Cable,Intermediate,8.3,Average
2690,Standing crossed-cable rear delt fly,"Tylna mucha delt ze skrzyżowaną skrzyżowaną jest ćwiczeniem izolacyjnym tylnych naramienników.Zazwyczaj wykonuje się to dla umiarkowanych do wysokich powtórzeń, co najmniej 8-12 powtórzeń na zestaw, w ramach treningu skoncentrowanego na górnym ciele lub ramion.",Strength Training,Shoulders,Cable,Intermediate,8.2,Average
2691,Cable Shoulder Press,,Strength Training,Shoulders,Cable,Beginner,8.1,Average
2692,Alternating Cable Shoulder Press,,Strength Training,Shoulders,Cable,Beginner,8.0,Average
2693,Cable Seated Lateral Raise,,Strength Training,Shoulders,Cable,Intermediate,6.5,Average
2694,Single-arm lying cable front raise,"Podwyższenie kabla leżącego z pojedynczego ramienia jest ćwiczeniem izolacyjnym dla ramion, wykonywanego na plecach, na ławce lub ziemi i podnoszenia kabla na tułowiu na raz.Ruch ten jest zwykle wykonywany dla umiarkowanych do wysokich powtórzeń w celu oparzenia i pompy w ramach treningu skoncentrowanego na barku.",Strength Training,Shoulders,Cable,Intermediate,,
2695,Lying cable front raise,"Lewne podwyższenie kabla jest ćwiczeniem izolacyjnym dla ramion, szczególnie przednich naramienników.Wykonywa się leżąc z tyłu, albo na ławce lub na ziemi, z kablem podnoszonym nad tułów.Ruch ten jest zwykle wykonywany dla umiarkowanych do wysokich powtórzeń w celu oparzenia i pompy w ramach treningu skoncentrowanego na barku.",Strength Training,Shoulders,Cable,Intermediate,,
2696,Cable Rear Delt Fly - Gethin Variation,"Tylna mucha delt ze skrzyżowaną skrzyżowaną jest ćwiczeniem izolacyjnym tylnych naramienników.Zazwyczaj wykonuje się to dla umiarkowanych do wysokich powtórzeń, co najmniej 8-12 powtórzeń na zestaw, w ramach treningu skoncentrowanego na górnym ciele lub ramion.",Strength Training,Shoulders,Cable,Intermediate,,
2697,One-Arm Cable Side Raise - Gethin Variation,"Podniesienie bocznego kabla jednoramiennego jest ćwiczeniem izolacyjnym ukierunkowanym na ramiona, w szczególności środkowego naramiennika.Ten ruch uderza również w pułapki i górną część pleców i pozwala skupić się na każdej stronie niezależnie.Ponieważ przyczepność jest ograniczeniem, jest zwykle wykonywane dla umiarkowanych do wysokich powtórzeń, takich jak co najmniej 8-12 powtórzeń na zestaw, w ramach treningu skoncentrowanego na górnej części ciała lub ramion.",Strength Training,Shoulders,Cable,Intermediate,,
