Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
46,Male,84.6,1.98,180.97316077114863,159.54273806918533,64.69384768049045,1.82,1469.0,HIIT,13.8,3.6,5,3,20.13
27,Female,51.9,1.67,168.42249265020564,171.1968854553763,69.56097124640532,1.38,1095.0,Yoga,27.0,2.0,3,2,20.63
19,Female,47.4,1.64,200.9025531295154,161.87535685548698,60.644251911653136,1.39,1118.0,Cardio,24.1,2.5,4,2,17.68
53,Male,85.3,2.0,203.86504933323044,136.93502285641242,62.02451120229198,1.12,805.0,Yoga,28.0,3.6,2,1,23.1
31,Female,46.9,1.54,191.38350152461138,135.10727543373744,61.65174914662415,1.44,928.0,Cardio,27.1,2.0,2,1,22.09
56,Male,49.5,1.66,181.382999910002,168.35892913161996,49.63856447395792,0.77,626.0,Yoga,23.2,3.0,3,1,19.08
52,Male,102.0,1.71,193.71984086065254,130.99680836815392,55.66076998388237,0.5,330.0,HIIT,20.7,2.9,2,1,35.87
26,Female,55.3,1.51,176.36732619855712,153.82051184965417,52.49351325935602,1.16,833.0,Strength,28.1,1.7,3,1,22.9
18,Female,69.6,1.61,166.20875318901224,124.62262033269025,57.084454826033166,0.85,526.0,Cardio,29.1,2.0,3,1,31.16
56,Male,71.9,1.74,164.39702332426546,124.80723800212758,54.88751947924225,1.05,668.0,Strength,27.6,1.9,4,2,26.59
30,Female,78.5,1.47,183.27476156730665,142.8955056189989,58.49365127219015,1.04,757.0,Cardio,25.4,2.4,4,2,31.99
21,Male,55.9,1.6,165.33364793667482,167.9562827163796,66.80742281958014,1.09,1009.0,Yoga,23.4,3.3,4,2,22.41
51,Male,66.4,1.63,172.41542380323108,157.3400293487108,54.00304471262763,1.35,953.0,Strength,21.3,2.3,4,2,24.87
34,Female,47.1,1.68,187.13104160624727,167.6749601981037,70.95385981601963,1.04,849.0,Strength,28.6,1.7,3,2,18.81
54,Male,126.8,1.6,155.2974637720655,137.56403290952088,71.32260273009848,0.92,657.0,Yoga,21.1,2.2,2,1,45.36
22,Male,111.7,1.92,171.71071219843031,133.63973986419532,55.0524766751891,1.1,846.0,HIIT,20.0,2.9,4,2,28.03
39,Female,72.7,1.6,164.46263994447605,142.28327406295475,53.31027555776506,1.39,969.0,HIIT,30.1,2.3,3,2,25.82
53,Female,66.7,1.47,182.60960494912433,141.8066808034556,65.0568136891933,0.77,456.0,HIIT,27.6,2.1,2,1,28.94
18,Female,65.2,1.58,185.38502839988854,126.93641642750701,60.87083177882106,1.07,685.0,Cardio,31.6,2.2,3,2,26.19
58,Female,73.3,1.72,181.2410120311244,166.78569679733212,55.635758608128036,1.23,900.0,Strength,33.5,2.2,4,2,26.91
42,Male,81.7,2.05,174.1214253829664,160.59314581245772,69.59935763049201,1.95,1527.0,Cardio,13.5,3.3,5,3,22.45
51,Male,68.4,1.78,189.44952645048338,139.24385654531733,69.94800469362269,1.47,978.0,Strength,26.0,2.9,4,2,21.16
32,Female,42.4,1.54,167.5538117903779,169.0429160784661,70.983004666563,1.06,911.0,Cardio,25.1,1.8,3,2,15.9
30,Female,59.5,1.79,199.87107669924185,131.09429705222047,68.48631977277921,1.14,768.0,Yoga,26.0,1.9,3,2,19.73
27,Male,86.5,1.81,188.88155776898773,125.13857570999973,57.783001892196936,1.23,836.0,Yoga,29.0,3.5,3,2,26.8
34,Female,48.2,1.54,196.55036329764738,162.7964904672646,66.08970829646898,0.97,842.0,Strength,28.4,1.7,3,2,18.03
51,Female,67.9,1.75,159.1475591693166,115.91805060732308,60.26826685723738,0.64,345.0,Cardio,31.0,2.6,3,1,21.46
58,Male,123.4,1.56,158.00693180498203,133.08892635517427,71.31703599180607,0.98,649.0,Yoga,21.2,2.1,2,1,47.96
42,Male,86.7,1.83,186.1322198879418,144.46600655427284,64.54619181935436,1.6,1109.0,Yoga,13.3,3.4,5,3,25.78
20,Male,132.5,1.86,170.7216007835029,151.28951027586558,56.994603731566215,0.62,482.0,Cardio,25.5,2.0,2,1,36.01
28,Female,70.2,1.82,166.88873451378777,124.4905474049652,65.70221194496929,0.95,565.0,Strength,35.5,2.0,3,1,21.9
50,Female,58.0,1.81,184.97810226919316,121.30413453475838,71.59785402030288,1.12,577.0,Yoga,32.8,2.1,4,2,18.71
44,Male,69.0,1.91,163.0973082056533,125.33788607670962,58.96268398448659,1.19,685.0,Cardio,27.2,3.3,2,1,19.93
21,Female,42.0,1.48,191.6356829657886,126.06985894671018,59.533791946184635,1.5,857.0,HIIT,32.3,2.0,4,2,16.57
45,Male,60.1,1.76,168.0585400460093,142.6216787124369,60.37600879152884,1.19,834.0,Strength,20.1,2.6,4,2,21.5
47,Female,48.6,1.72,190.98210541698398,135.1786842285232,58.92689496658892,0.74,436.0,Cardio,28.7,2.4,2,1,15.67
56,Male,112.5,1.67,192.58369857023098,128.0887188856029,50.114494959975254,1.1,656.0,Yoga,27.3,2.8,3,2,35.43
52,Male,126.2,1.84,169.2110347929003,134.26448007658328,66.91938478370021,0.5,370.0,Strength,28.2,3.0,2,1,33.12
53,Female,57.6,1.8,193.6242238698284,146.75757510177132,63.370626170552114,1.74,1277.0,HIIT,14.9,2.7,5,3,18.7
46,Male,72.9,1.86,178.94898915291074,164.54404297227057,66.4966014005078,1.37,1051.0,HIIT,21.7,3.4,4,2,20.19
45,Male,80.9,2.04,181.85079124520752,133.12314023945882,69.58849870462097,1.47,1013.0,Yoga,23.2,2.7,3,2,21.09
40,Female,59.8,1.61,179.21101156260275,139.56483957357935,64.57301926252187,0.63,404.0,Yoga,34.6,2.2,2,1,22.96
46,Male,79.7,2.05,192.547267762625,136.67778337819985,67.88130723931681,1.43,934.0,Yoga,22.4,2.7,3,2,19.91
22,Male,109.7,1.77,165.47029977263304,133.06470015787457,47.96354603058489,0.96,711.0,Yoga,27.8,2.3,4,2,31.57
56,Female,68.7,1.54,207.8314571341412,163.19774288717332,62.58044778048917,1.18,872.0,Cardio,32.1,2.2,3,1,29.2
22,Female,70.4,1.75,164.94721924569166,162.95112755311274,77.29252439836671,1.27,1080.0,Strength,26.2,1.5,2,1,24.84
58,Male,126.5,1.78,205.24639038462703,127.57311049520496,67.17202499152091,0.98,637.0,Yoga,23.1,2.2,3,2,37.25
34,Male,116.3,1.79,184.52876439402655,175.0204130559348,65.98186604406499,1.38,1285.0,Yoga,25.1,2.3,2,1,36.06
33,Female,53.9,1.54,161.85032948935515,149.85295457473433,53.32251547623297,1.8,1260.0,Yoga,18.8,2.6,4,3,21.01
59,Male,119.1,1.85,176.43464894349594,153.2043761752666,68.2453237361291,1.27,1076.0,HIIT,22.2,2.5,4,2,36.07
57,Male,134.4,1.81,193.3053225799331,151.09493125800367,58.402973560757225,0.71,545.0,Yoga,21.1,3.1,3,1,43.78
53,Male,86.1,1.83,178.40238475467538,124.28752966880607,49.734553315724966,1.23,731.0,Cardio,23.8,2.3,3,2,25.7
27,Female,76.4,1.63,203.82087282770337,140.31035678665427,71.32852449963727,1.12,868.0,Cardio,34.6,2.2,3,2,25.08
33,Female,38.6,1.67,173.81498064694483,140.9258082162353,66.67000252970327,1.1,749.0,Yoga,32.0,1.4,4,2,15.91
27,Female,64.3,1.54,198.98986042923474,139.97630565380786,57.79444480663185,1.85,1266.0,Yoga,20.3,2.7,4,3,24.58
42,Female,65.3,1.66,197.34395230294555,129.0519376482476,67.05551622268979,1.82,1169.0,Yoga,19.2,2.7,4,3,23.52
22,Male,124.5,1.74,192.30381090073303,152.55265435509432,58.889863099701394,1.36,1262.0,HIIT,30.0,3.4,3,2,47.62
39,Male,101.4,2.01,195.1276573561604,136.03696911956504,50.59819024272079,0.85,657.0,Yoga,22.5,2.4,3,1,26.41
44,Female,71.4,1.66,172.91999680680064,145.39105680545873,55.364356681131426,1.45,956.0,Strength,28.2,2.4,2,1,25.99
52,Male,57.1,1.97,178.64778737250327,134.0636381210165,65.00376539117384,1.06,728.0,Yoga,30.8,2.7,4,2,14.94
36,Male,76.9,1.75,187.56391094959628,124.78768664695278,62.11984377992145,1.22,836.0,Yoga,25.7,3.2,4,2,22.75
31,Female,41.5,1.73,184.93442355445524,123.18095506584291,63.445253859782184,1.44,871.0,Strength,36.4,2.1,3,1,14.21
44,Female,64.3,1.71,170.10278903158172,154.16396410200218,59.36454807561506,1.5,1020.0,HIIT,33.6,1.7,4,2,21.74
50,Female,76.2,1.57,193.77291577947784,147.39847016089968,54.886668239487605,0.78,464.0,Strength,29.9,2.7,3,1,36.37
22,Female,52.5,1.6,170.47946276412722,146.11720021384056,68.90799918060546,1.68,1126.0,HIIT,20.4,2.7,4,3,21.94
34,Female,49.9,1.61,202.84390751846823,151.8513467868116,57.8162966372759,1.01,837.0,Cardio,30.0,1.8,4,2,19.39
22,Female,59.1,1.67,179.68985418746948,124.85625151091195,64.24880659162723,0.96,622.0,Yoga,32.3,1.7,3,2,19.89
23,Female,71.7,1.63,178.97560518814444,119.82970758822628,56.475404165799816,1.39,852.0,HIIT,26.3,2.1,3,1,26.14
42,Male,66.1,2.02,179.6501423294113,149.41409911704804,52.35265454027034,1.18,920.0,Cardio,24.4,2.4,4,2,17.4
25,Female,75.3,1.64,208.05935620531062,137.47948154739194,72.26001660476749,1.11,759.0,Strength,26.1,1.7,2,1,30.27
41,Male,61.6,1.58,176.26619557021314,147.6746984800833,72.40352937234323,1.29,1070.0,HIIT,20.4,3.4,2,1,23.99
35,Female,75.4,1.7,192.3549292861469,117.8409085600836,53.665067266260884,1.25,726.0,Strength,28.4,1.8,3,2,23.42
48,Male,49.4,1.77,192.34629221695585,152.65262514825255,73.0947627068252,1.45,1139.0,Strength,28.2,3.4,2,1,15.35
27,Male,87.2,2.01,162.20491847324953,148.13533950091093,53.47874567368886,1.81,1484.0,Cardio,11.6,3.4,4,3,22.96
23,Female,80.1,1.57,165.15668780732437,160.133485044556,75.84529684050761,1.38,1205.0,Strength,32.2,2.2,3,2,32.83
42,Male,89.3,1.73,190.7249715624104,148.29932481109796,67.98833698241046,1.52,1150.0,Yoga,13.5,3.6,5,3,25.05
28,Male,114.0,1.9,193.15664875248095,166.11500860201272,52.75799013286891,1.09,991.0,Strength,20.3,3.2,3,2,34.16
22,Male,112.5,1.55,189.06216081278356,168.9732441163971,62.071945458538906,1.45,1357.0,Cardio,21.4,2.6,4,2,46.87
21,Female,53.0,1.68,179.36029821804937,127.88067604869914,69.37595944088083,1.1,684.0,HIIT,35.5,2.1,3,2,17.04
50,Female,63.8,1.54,192.50441835849358,165.62041446662397,67.1451320209929,1.36,968.0,Strength,34.2,1.8,3,2,26.95
46,Male,87.8,1.94,179.41210026866392,130.8460401237356,64.32805744477315,1.78,1201.0,HIIT,14.2,3.5,5,3,23.41
35,Male,119.8,1.76,175.5030713598234,165.70876650554922,52.45801703123678,1.48,1267.0,HIIT,29.6,2.8,2,1,38.68
39,Male,61.9,1.84,191.28477117404844,137.7216661002334,59.78175179033539,1.22,930.0,Cardio,25.7,3.0,3,2,16.88
21,Male,105.7,1.91,167.11724641019617,155.50403883053406,67.96817492004249,1.21,1096.0,Strength,20.7,2.6,3,2,29.28
46,Female,40.2,1.77,179.17477913441707,130.97542608327205,65.48941435020171,0.79,467.0,Strength,27.0,2.3,3,1,13.37
42,Male,64.6,1.69,191.96887768899524,141.592308520651,74.17986730421859,1.24,1042.0,HIIT,20.5,3.5,2,1,23.27
54,Male,121.9,1.67,201.39787215472538,143.55028317622052,48.922276353121354,0.51,374.0,Cardio,26.1,2.3,2,1,39.36
57,Male,47.2,1.81,172.9316637893871,162.90030998574434,51.64259737580238,0.69,543.0,HIIT,30.2,3.1,3,1,13.58
27,Female,57.7,1.82,185.04589723152893,157.7930430777863,69.65850115160795,1.94,1614.0,Yoga,17.2,2.7,5,3,18.04
44,Female,60.0,1.72,173.78025089897295,153.8742618785006,60.84910794424804,1.7,1147.0,Cardio,17.1,2.8,4,3,20.05
29,Female,69.7,1.56,175.86524243762113,119.96314864539511,61.05023616287446,1.01,613.0,Yoga,32.9,2.4,4,2,28.3
29,Male,130.8,2.04,188.83610112084895,146.62885739065106,68.6981808491734,1.39,1151.0,Strength,25.0,3.2,4,2,30.81
42,Female,54.1,1.72,168.00985954725533,162.71198574862856,64.02621271878887,1.59,1256.0,Cardio,16.0,2.8,5,3,18.67
31,Male,88.3,1.94,191.16800752517366,161.02693532250726,69.27054386219926,1.85,1827.0,Strength,10.8,3.4,4,3,24.88
32,Female,64.6,1.66,188.38400901250222,163.48316546594847,59.61452540086791,1.73,1379.0,HIIT,14.6,2.6,5,3,24.51
39,Male,77.9,2.01,175.7065254898812,131.97859750251138,69.04716123244467,1.16,893.0,Yoga,22.4,3.7,4,2,21.87
20,Male,85.7,1.78,196.12568222532224,159.18965574689398,62.83690704748602,1.59,1435.0,Strength,12.7,3.6,4,3,24.5
39,Female,65.8,1.79,172.14397963539068,154.25682186208562,55.4566872975447,1.34,893.0,Yoga,29.4,2.4,3,1,21.06
52,Female,54.8,1.65,201.9169428471296,156.07757341398633,63.330291074227,1.52,1145.0,HIIT,29.7,2.0,3,2,21.4
31,Female,65.3,1.62,170.65574437215605,119.6258217339316,55.480537675182674,1.13,686.0,Cardio,32.3,2.2,4,2,23.76
45,Male,85.8,1.8,176.09411434240064,140.2324362250003,66.29879983746828,1.41,896.0,Strength,23.4,3.5,4,2,24.98
31,Female,57.7,1.63,159.12883209954504,128.78971971568336,50.95098122184574,1.87,1075.0,Yoga,14.6,2.7,5,3,23.69
40,Male,127.9,1.9,186.9952841578977,163.90915000036375,67.54999789299937,1.32,1102.0,Strength,30.4,3.0,3,2,36.58
49,Female,68.9,1.73,192.7220654914289,147.57761236924097,53.34088794454768,1.08,747.0,Strength,32.1,2.6,3,2,21.54
27,Female,71.2,1.72,163.27086935484178,123.04614552549332,68.13231028621591,0.97,555.0,Strength,34.0,2.0,3,1,21.37
55,Male,72.5,1.68,169.8211342063885,155.92368000948852,48.996024512028484,1.31,950.0,Cardio,25.7,3.9,3,2,26.75
59,Male,124.2,1.8,186.33657791749772,152.93943249397498,48.55956321176188,0.65,509.0,Yoga,19.4,3.1,3,1,33.34
19,Female,66.5,1.6,158.7703228798341,168.26261666989316,55.9198023219724,1.38,1076.0,HIIT,30.8,2.4,3,2,28.54
48,Female,54.2,1.63,188.07599743658912,141.6132173828142,62.62391713029394,1.95,1139.0,Yoga,19.2,2.8,5,3,22.7
23,Male,82.5,2.03,180.67578635459245,125.559404886134,67.80113260318552,1.76,1289.0,Cardio,10.5,3.4,4,3,21.71
25,Male,50.6,2.05,181.24487581898552,139.4743532456187,55.745164286890706,0.74,552.0,HIIT,26.8,2.2,2,1,13.25
50,Female,59.7,1.63,162.96744297806958,147.32884932187832,69.45157632885865,1.65,1129.0,HIIT,15.2,2.8,4,3,24.81
20,Male,53.4,1.65,171.26049630066214,170.10391292663482,66.92665141859378,1.14,1077.0,Yoga,24.0,3.2,4,2,22.29
17,Female,52.7,1.77,188.6891487124508,159.1743723183731,59.22375831333306,1.24,1022.0,Cardio,28.8,2.2,2,1,16.7
25,Female,46.1,1.68,180.92049596936377,138.55325096641866,58.51584691400079,0.92,619.0,Cardio,25.1,2.4,2,1,15.53
50,Male,46.7,1.78,197.15548082372706,162.66368869225636,74.58682615419318,1.51,1154.0,Strength,27.5,3.6,2,1,15.24
20,Male,81.9,1.96,169.00225493953144,130.6777016108448,59.151202894281035,1.73,1240.0,Cardio,10.2,3.6,5,3,23.68
26,Male,88.3,1.71,190.07526610883528,160.21636552108737,72.54140373885468,1.99,1662.0,Strength,12.8,3.4,5,3,30.06
25,Male,123.6,1.74,176.20823771025817,117.78718392124073,49.78808626229465,1.02,674.0,Cardio,22.5,2.5,3,2,37.59
56,Female,78.4,1.7,155.2381210790625,132.74661822795443,59.440255682155076,0.69,407.0,Cardio,33.1,2.2,3,1,29.68
27,Male,83.5,1.95,179.5742735040978,138.17428849237032,58.788529150788406,1.69,1198.0,Yoga,11.5,3.5,4,3,25.56
48,Female,41.7,1.83,171.92441982481398,134.84102249907198,61.85166352948136,0.8,453.0,Strength,26.1,2.3,3,1,13.4
29,Female,64.5,1.64,177.88715287726865,161.30142276124343,74.84565400588461,0.62,483.0,Strength,29.5,2.3,3,1,24.29
54,Male,79.0,1.8,159.9342189646428,140.26352138127652,52.8321469551741,1.0,708.0,Strength,24.9,2.6,4,2,26.57
55,Male,72.2,1.66,167.6326561227954,125.19891655041677,59.14375477070316,1.04,660.0,Strength,27.1,1.9,4,2,25.92
34,Male,121.0,1.88,188.9228099663851,174.11632776146993,65.29082038048571,1.39,1296.0,Yoga,25.4,2.3,2,1,33.61
35,Male,105.8,1.92,174.54564137529076,169.18293979946455,56.78240189639015,0.55,506.0,Cardio,26.8,3.2,2,1,27.68
23,Female,63.0,1.62,184.99514004174102,169.80233643569755,70.56783540124098,1.54,1279.0,Cardio,16.7,2.7,5,3,23.1
53,Male,42.9,1.8,189.22241124378377,125.73333898626545,72.16014998303642,0.97,615.0,Cardio,28.9,3.5,2,1,14.49
61,Female,60.3,1.7,188.9223480216363,117.88278378229239,51.88650726148039,1.64,960.0,Cardio,19.5,2.6,5,3,18.76
20,Female,70.4,1.53,170.493492964142,163.22880334017307,56.556597654511805,1.04,891.0,HIIT,26.5,1.5,3,2,28.0
34,Female,64.4,1.69,176.22289029533636,143.8920695106282,64.68546308166427,1.7,1236.0,Yoga,20.2,2.7,5,3,23.48
55,Male,49.2,1.78,172.47389407048698,155.0217757712416,70.40266250352936,1.15,880.0,HIIT,23.0,3.6,3,2,17.07
41,Male,60.4,1.89,160.08444553410823,132.19787065575986,58.345333087977245,1.33,1017.0,Cardio,26.6,3.6,4,2,15.41
22,Male,104.3,1.67,203.836892861073,142.45906918577788,60.25332201712719,1.37,1036.0,Strength,22.5,2.1,2,1,34.35
30,Female,61.9,1.67,170.1434122494214,155.52642573925607,69.20932945707116,0.97,828.0,HIIT,26.8,2.6,4,2,21.39
24,Female,72.4,1.76,163.70574545764438,177.2241796281825,75.78581670576057,1.3,1003.0,Strength,25.8,1.5,2,1,24.77
46,Male,55.1,1.75,170.13909527630722,140.42686357678508,67.38840005204676,1.4,930.0,Yoga,20.3,3.4,3,2,18.48
40,Female,58.0,1.57,188.09089532359104,135.36803100802885,51.9447291049768,1.23,863.0,Yoga,30.2,1.8,4,2,21.77
54,Male,133.5,1.85,194.1827839986005,122.78419461265825,63.28728581713991,1.33,828.0,Yoga,26.9,2.7,2,1,42.19
52,Male,120.6,1.59,175.19963200905488,143.26327762610995,58.44418522262779,1.03,757.0,HIIT,23.8,2.2,4,2,46.83
56,Female,71.2,1.56,162.24486646186037,144.69135537841427,69.92915450576365,1.38,915.0,HIIT,29.6,1.7,4,2,27.73
42,Male,65.0,1.69,176.7334316092711,132.72578994186378,59.044279331833344,1.37,885.0,HIIT,24.6,3.3,3,2,20.5
34,Male,121.0,1.56,169.99638530791898,136.10894899383274,52.99351973445981,0.99,739.0,HIIT,25.1,2.3,3,2,44.55
39,Female,80.7,1.75,164.2960248408913,154.04020606814555,69.13520398685897,1.32,926.0,Strength,33.0,2.2,4,2,25.78
23,Male,107.0,1.96,166.64080837427775,138.96581049433848,52.84482323971292,1.14,916.0,HIIT,20.6,3.2,3,2,29.65
33,Male,126.3,1.69,162.76380810994831,140.51366374668137,64.11001694430418,1.45,1044.0,HIIT,27.6,2.7,3,2,45.67
50,Female,63.2,1.69,180.41415123625617,155.38464623048893,72.38850854616176,1.35,897.0,HIIT,32.2,1.7,3,2,22.78
22,Female,60.2,1.57,194.75453771459624,174.04502828874865,71.0757410674694,1.61,1351.0,Cardio,16.9,2.6,5,3,23.56
45,Female,55.0,1.54,188.76399681230035,136.04350378790872,62.973088949963966,0.88,585.0,Cardio,27.2,1.5,3,1,22.95
49,Male,102.6,1.96,189.93367256122417,141.43572270157375,65.39298100614037,0.77,547.0,HIIT,23.3,3.1,3,1,28.21
27,Male,130.5,1.68,167.99085822887642,156.10855886985286,68.30681864718828,1.19,1065.0,Yoga,23.4,3.1,4,2,40.94
54,Male,85.1,1.85,168.21512101908073,139.5435739393403,53.35595662757656,1.5,1050.0,HIIT,12.2,3.4,5,3,23.62
52,Male,82.9,1.66,194.38351959037664,119.80263445313665,59.502322469040436,1.86,1175.0,Strength,11.3,3.5,5,3,32.88
28,Male,100.9,1.85,170.36783430258933,134.84931967544355,63.30637781172439,1.04,836.0,Cardio,29.4,2.7,3,1,31.4
21,Female,62.1,1.73,181.46959217228147,117.97803377820114,54.405747578912326,2.01,1192.0,Strength,19.5,2.6,5,3,20.65
52,Female,53.2,1.5,189.76793840724105,138.64232845002766,57.09268908644356,1.32,860.0,HIIT,34.2,2.1,3,1,22.56
20,Male,84.4,2.05,166.42673531371486,165.74402420736234,62.412543704616084,1.92,1790.0,HIIT,10.0,3.4,5,3,22.31
43,Male,80.4,1.98,191.2637842231951,129.03769965244788,66.96348529572565,1.48,965.0,Yoga,22.5,2.8,3,2,20.03
42,Male,61.8,1.86,182.33498643573984,131.60649529640816,59.645021254472475,1.36,902.0,HIIT,26.2,3.5,3,2,19.42
31,Male,116.5,1.97,173.54593453068458,133.4186245956428,67.15350894559438,0.68,515.0,Yoga,24.0,2.6,2,1,32.75
42,Female,60.1,1.85,188.95745590485976,161.84057228802988,72.26442162320865,1.94,1490.0,Yoga,19.6,2.8,5,3,18.5
52,Female,69.7,1.75,186.60648386864483,134.80631266187527,50.88926514852808,1.19,758.0,HIIT,30.8,2.1,2,1,24.71
37,Female,65.1,1.65,177.3065626051687,130.7407335555233,55.28862257489208,1.91,1138.0,Strength,18.2,2.8,4,3,21.12
42,Female,63.7,1.66,190.8382590834977,137.91147239993862,69.58917974318949,1.96,1104.0,Yoga,20.6,2.7,4,3,23.05
31,Female,73.8,1.67,182.31484892941265,131.6576724962086,72.3344723139176,1.38,917.0,Yoga,27.4,2.2,4,2,28.66
33,Female,67.4,1.48,162.72939275732992,136.13478723902148,60.54123680191637,1.41,885.0,HIIT,28.5,2.2,2,1,29.12
27,Female,54.6,1.52,176.41685498385738,150.09080290482706,53.99246799113617,1.11,857.0,Strength,28.2,1.8,3,1,23.02
19,Male,87.8,1.95,158.36291711805833,142.63329314432994,70.4101007549291,1.74,1361.0,HIIT,12.4,3.5,4,3,22.7
19,Female,72.9,1.75,199.3561644228879,132.54884027782552,51.67503170454186,1.46,943.0,HIIT,26.4,2.0,4,2,24.17
50,Male,48.8,1.62,160.45569150629174,158.11880092196773,62.79657459638726,1.37,1055.0,Cardio,23.5,2.9,2,1,17.7
18,Male,54.7,1.9,175.26050463457096,134.5763109277443,68.62809075641448,0.6,452.0,Cardio,22.2,3.7,3,1,16.54
49,Male,85.4,1.62,167.05682656558247,148.87010147830716,56.10084709336923,1.68,1198.0,Cardio,11.7,3.5,4,3,32.03
58,Female,67.4,1.63,174.70973517736903,121.88881991954712,50.931211469599866,1.16,602.0,HIIT,25.8,2.0,3,2,25.17
47,Female,57.8,1.77,192.6182966730677,125.44531254266957,69.96223747036768,1.36,818.0,Yoga,29.1,2.4,4,2,18.98
54,Female,55.0,1.61,170.9246794567734,143.77621558521633,73.06307178436242,1.32,902.0,HIIT,28.9,2.2,3,2,21.72
36,Female,80.7,1.65,190.91172901079497,167.5815401450321,70.25065739799943,1.23,1070.0,Cardio,24.4,2.7,4,2,27.92
34,Male,44.0,1.94,194.84327663167068,142.30430599647858,47.923012795611655,1.4,1125.0,Cardio,21.7,3.0,3,2,13.36
20,Male,122.7,1.73,195.96291178611213,159.98641733686824,54.98735928118865,1.32,1182.0,Yoga,26.2,3.4,3,2,35.3
26,Male,88.4,1.78,170.73501841402097,126.91195324574339,59.89737598634548,1.71,1209.0,Yoga,11.3,3.6,4,3,26.0
38,Male,82.0,1.77,162.92981651455582,160.75729945528343,56.64002352052099,1.34,1154.0,Cardio,30.1,2.9,4,2,26.44
33,Male,121.6,1.58,166.71247383619882,131.88957888985667,67.12581530882659,1.38,1049.0,HIIT,27.3,2.8,3,2,45.65
43,Male,72.4,1.64,178.69282882639234,135.16307470441652,65.7822888326503,0.52,342.0,Strength,26.0,3.1,3,1,27.16
54,Female,63.5,1.66,190.2809132322304,117.9603194083625,64.8398325446933,1.35,742.0,Strength,35.3,2.4,3,1,21.46
47,Male,71.3,1.88,166.14792465878324,146.1211742962917,51.42600100195553,1.3,954.0,Strength,28.8,3.8,3,1,23.07
36,Female,66.8,1.53,200.63592259795348,134.79883620791063,67.83276879581818,0.72,426.0,Cardio,31.3,2.4,2,1,32.25
49,Female,52.1,1.63,179.1495051437079,144.41097698271682,63.65088330270033,1.44,954.0,HIIT,25.4,1.6,3,2,17.99
53,Male,63.5,1.87,201.04138846845132,141.08448765544762,50.76626345034903,1.34,997.0,Strength,23.5,3.0,4,2,18.32
33,Male,71.6,1.67,168.95513944001362,131.77554433953054,64.0209530359017,1.32,938.0,Cardio,21.9,2.0,4,2,26.91
22,Male,104.8,1.84,198.21022551921723,137.66797697098858,51.650072617232034,0.88,644.0,Yoga,25.4,3.4,2,1,29.16
42,Male,84.3,1.73,183.2385545705863,133.7815959278725,73.01896029761636,2.03,1310.0,HIIT,11.6,3.4,5,3,29.4
58,Male,65.5,1.9,198.81222009443334,143.5948815547723,53.65926865093708,1.3,988.0,Strength,22.1,2.8,4,2,19.19
36,Female,52.0,1.65,178.36290862978032,153.66873021446844,51.535491354544114,1.09,891.0,Yoga,29.0,1.6,4,2,18.29
52,Male,81.3,1.61,202.86053624450457,131.4926192772686,54.218975951688684,1.4,954.0,Yoga,22.7,2.7,3,2,28.02
52,Female,54.1,1.67,195.95205635856365,157.8536279788455,68.48642241587,1.77,1162.0,HIIT,15.9,2.6,5,3,18.39
34,Male,81.9,1.99,184.40731523750827,142.41503749333896,49.619559425578814,1.56,1148.0,Strength,10.9,3.3,4,3,20.27
20,Male,64.5,1.76,161.80459520598825,156.94445973680655,60.69395085064703,1.28,1028.0,Strength,28.4,3.4,4,2,19.46
43,Male,64.7,1.91,168.4520927828797,116.61166664602759,59.90092721467004,1.16,719.0,Cardio,27.6,3.2,2,1,20.28
46,Female,75.0,1.76,183.18790991966918,142.927554965692,47.76217265392248,1.15,732.0,Yoga,25.7,1.9,4,2,24.8
29,Female,68.5,1.6,163.54068420920666,126.69187209055089,61.43418674861806,1.01,674.0,Yoga,33.7,2.4,4,2,29.89
18,Male,110.4,1.97,193.21540255497854,131.7166786780881,62.06555038230932,1.06,749.0,Cardio,23.0,2.6,3,1,30.86
49,Female,68.1,1.6,187.30678390844338,158.26038271989876,48.89383624151328,0.95,690.0,Strength,31.1,1.9,3,1,26.31
52,Male,75.2,1.59,186.66830774721754,130.26688069324908,53.0560278639515,1.4,931.0,Yoga,23.7,2.5,3,2,27.29
54,Female,46.7,1.65,166.4538764322533,124.62348463040318,76.484426911446,0.81,497.0,Strength,24.2,2.6,3,1,14.91
29,Female,80.6,1.71,163.0738631929301,136.21869995113735,63.25034632764326,1.43,906.0,Cardio,28.5,2.6,4,2,23.97
36,Female,54.2,1.55,164.36315281738925,144.1820837809067,61.383569788820765,1.29,1022.0,Strength,33.5,2.5,3,1,23.08
52,Female,45.8,1.63,167.03211330318481,129.6501740618462,57.965757800630165,1.28,749.0,Yoga,26.0,1.6,4,2,15.7
18,Female,62.3,1.47,163.30191504172748,141.73155091769115,51.95292900842954,1.91,1384.0,Yoga,18.1,2.6,5,3,28.18
44,Female,45.1,1.59,154.2097029376651,154.10513219452588,69.97448656722909,1.43,918.0,Yoga,31.9,1.5,3,1,16.8
27,Female,49.6,1.61,162.3871815891443,169.66666967570552,68.48102757556973,1.31,1131.0,Yoga,28.2,2.0,3,2,20.96
